"Disease","Fiscal Year","Gender","Age Group","Population","Incidence","Prevalence","Mortality with Disease","Mortality without Disease","Hospitalization with Disease: Person Count","Hospitalization with Disease: Separation Count","Hospitalization with Disease: Days Stay","Hospitalization without Disease: Person Count","Hospitalization without Disease: Separation Count","Hospitalization without Disease: Days Stay","Physician Visit with Disease: Person Count","Physician Visit with Disease: Visit Count","Physician Visit without Disease: Person Count","Physician Visit without Disease: Visit Count","General Physician Visit with Disease: Person Count","General Physician Visit with Disease: Visit Count","General Physician Visit without Disease: Person Count","General Physician Visit without Disease: Visit Count","Specialist Visit with Disease: Person Count","Specialist Visit with Disease: Visit Count","Specialist Visit without Disease: Person Count","Specialist Visit without Disease: Visit Count"
Hypertension,2002,F,45 to 49,1165940,22130,142350,420,1510,11730,17090,113230,42580,54610,336340,137750,1686300,858330,6896890,135120,1076690,812450,4282920,99850,608900,573610,2611530
Hypertension,2002,F,50 to 54,1012920,27410,206060,790,1830,17260,25130,173220,35180,46310,319100,200360,2510710,692940,5992540,196410,1558100,651870,3556790,152980,951750,502150,2433660
Hypertension,2002,F,55 to 59,853070,27640,251710,1370,2140,22390,32870,244970,28780,38410,276420,245320,3131300,521450,4721040,240120,1899730,490180,2726870,191730,1230760,390480,1992750
Hypertension,2002,F,60 to 64,655120,25030,254940,2020,2410,26220,39190,310370,22850,31360,241840,249200,3345520,347230,3313190,243900,1990540,326060,1879560,198220,1353990,265360,1432310
Hypertension,2002,F,65 to 69,558330,23780,269390,3270,2710,33110,50800,438070,20180,28320,243160,263900,3830850,250980,2602420,258380,2243210,235720,1458430,213930,1586620,195550,1143080
Hypertension,2002,F,70 to 74,523650,22080,294050,5600,3310,43840,67910,649550,19610,27820,265500,288060,4527980,199020,2263590,282060,2643570,187050,1274150,235260,1883340,156200,988430
Hypertension,2002,F,75 to 79,459730,18820,288910,8830,4460,53550,83730,885060,18720,26650,288090,282610,4880560,148010,1891870,276490,2905700,138740,1106010,232290,1974130,116850,785340
Hypertension,2002,F,80 to 84,346550,13060,231430,11810,5370,51760,80540,961780,15840,22680,284220,225640,4148170,98860,1404170,220780,2618690,92930,895270,182790,1529000,75640,508470
Hypertension,2002,F,85+,328010,10180,212950,24720,14290,58410,89040,1226730,18820,26120,396410,204590,4012070,94390,1528280,199980,2831210,89690,1146210,153060,1180070,62020,381880
Hypertension,2002,M,20 to 24,978030,1800,4630,10,720,380,650,7300,20700,26360,186680,4160,40790,608160,2656940,3980,22650,577090,1851230,2420,18120,253030,803980
Hypertension,2002,M,25 to 29,949550,3020,14160,20,660,810,1260,16420,18970,24330,175360,12290,112260,576490,2743740,11860,67450,545840,1894900,6940,44760,257020,847430
Hypertension,2002,M,30 to 34,1027320,5570,28800,60,860,1580,2470,16570,21610,27930,191000,25600,236500,645580,3347960,24810,151210,610560,2294590,14990,85180,308490,1051510
Hypertension,2002,M,35 to 39,1184720,9900,55590,140,1140,3380,5250,42740,27280,35600,259010,50340,484750,752040,4238940,48920,312300,710440,2847210,30450,172190,383020,1389990
Hypertension,2002,M,40 to 44,1267820,16540,97070,340,1700,6650,10120,77330,31990,42350,305740,89270,883890,798470,4754940,86920,568350,753570,3133430,55060,315130,423500,1619550
Hypertension,2002,M,45 to 49,1160310,21930,144560,690,2210,11010,17040,122850,32290,43480,299460,134440,1360560,708310,4480390,130870,862210,665290,2863050,84760,497680,395470,1615510
Hypertension,2002,M,50 to 54,1007530,26130,195480,1170,3000,17410,27080,191950,31820,44040,328480,184410,1967690,591000,4029400,179430,1206850,553830,2469370,121750,760100,352070,1558840
Hypertension,2002,M,55 to 59,848830,27170,233280,2070,3490,24560,38120,277740,30480,42560,313640,222750,2568640,469100,3501900,216450,1517770,437910,2058610,155800,1049940,300100,1441910
Hypertension,2002,M,60 to 64,635790,24180,225730,3130,3830,28850,45160,351740,26790,38140,299480,217810,2802850,325750,2752310,211750,1602850,303670,1560310,160850,1198950,223550,1191040
Hypertension,2002,M,65 to 69,521150,21890,227040,4720,4600,35200,56200,473450,25240,36700,322470,221070,3229300,243970,2382840,215290,1808460,227710,1315800,172610,1419650,178260,1066230
Hypertension,2002,M,70 to 74,456990,19670,229570,7530,5670,43110,70350,634280,25460,37870,372470,224430,3738870,194160,2219140,218890,2070590,181690,1211640,182370,1667030,148880,1006680
Hypertension,2002,M,75 to 79,343280,14530,189610,9780,6450,43830,72390,726720,22210,33520,353560,185430,3515090,133390,1792710,180940,1954900,125400,1005230,155380,1559380,105860,786990
Hypertension,2002,M,80 to 84,215230,8750,124530,9970,6260,34180,56400,618950,16540,25030,293320,121610,2510490,79120,1209860,118810,1465570,74800,725850,102150,1044100,62930,483620
Hypertension,2002,M,85+,147320,5340,80060,12170,9270,26750,43350,541410,15370,22910,295950,77450,1683100,55430,945280,75650,1082740,52790,637780,62410,599930,41260,307340
Hypertension,2003,F,20 to 24,963350,2010,5090,10,300,600,970,5830,67890,84970,291350,4940,67190,801330,5538580,4850,44420,774020,3991560,3170,22740,401780,1543640
Hypertension,2003,F,25 to 29,955210,3030,14840,20,270,2110,3030,14830,108890,130190,411800,14180,191470,794860,6547520,13890,122980,762070,4309730,9450,68450,463710,2234940
Hypertension,2003,F,30 to 34,1024660,4920,27390,40,410,3910,5530,27710,119600,140280,464120,26190,359000,835710,7267950,25640,226170,797720,4546000,18010,132670,514290,2718620
Hypertension,2003,F,35 to 39,1143400,8710,49920,70,630,5050,7180,38190,81150,97070,385670,47830,601850,901900,7227760,46900,392010,860010,4598750,32430,209310,547800,2626180
Hypertension,2003,F,40 to 44,1280230,15300,94280,220,1070,7930,11490,72570,53520,67210,383330,90690,1101170,978210,7481970,89070,718390,931160,4804220,62810,382190,610260,2674720
Hypertension,2003,F,45 to 49,1193800,22290,151940,410,1520,12120,17460,110080,42340,54340,341640,146590,1764980,868580,6860280,143850,1138090,823300,4293520,105320,625930,574020,2564220
Hypertension,2003,F,50 to 54,1039240,26940,217750,860,1920,17430,25130,170040,34700,45350,323490,211300,2582360,701010,5934940,207110,1622800,660270,3556920,159640,958820,501700,2376250
Hypertension,2003,F,55 to 59,895400,27300,273240,1400,2230,23150,33560,238720,29010,38650,274200,265970,3308710,537490,4785030,260460,2027560,505990,2785980,206050,1280070,398930,1997550
Hypertension,2003,F,60 to 64,684330,24410,276010,2310,2320,27420,40310,310850,22590,30590,236120,269400,3543490,353670,3308210,263870,2114700,332800,1891010,213790,1427820,268950,1416100
Hypertension,2003,F,65 to 69,568300,22320,284350,3440,2560,33990,50900,435080,19170,26340,229940,278370,3964500,246970,2522960,272610,2342730,232690,1423850,224750,1620560,191360,1098160
Hypertension,2003,F,70 to 74,524480,20630,305790,5850,3220,44730,67910,619980,18270,25460,244690,299500,4648910,189440,2125170,293710,2727570,178680,1206740,244570,1920320,148350,917470
Hypertension,2003,F,75 to 79,461210,17110,300510,9240,4070,54290,83050,852540,17210,24120,252370,293810,5019750,138640,1750980,287860,3008480,130550,1028130,241920,2010400,109250,722310
Hypertension,2003,F,80 to 84,361340,12300,250540,12680,5120,54270,82950,947510,14900,20920,253590,244210,4479500,94770,1347590,239150,2852470,89520,863070,198240,1626410,73000,484120
Hypertension,2003,F,85+,339020,9460,230900,27380,13460,62140,92850,1205120,17390,23700,318570,221500,4373050,87270,1423120,216670,3133870,83080,1078820,165680,1238370,57440,344150
Hypertension,2003,M,20 to 24,994700,1820,4890,10,770,390,700,8720,20810,26770,188130,4350,43630,615850,2673970,4180,23800,584990,1876080,2600,19810,251840,796220
Hypertension,2003,M,25 to 29,960850,3060,14990,30,730,890,1410,13660,18920,24400,175050,12890,116660,578880,2738160,12410,69750,548370,1901990,7190,46750,253950,834860
Hypertension,2003,M,30 to 34,1017800,5530,30450,70,790,1630,2500,18940,20890,26970,171790,26870,242720,633910,3244430,26040,155770,599640,2238600,15260,86860,298410,1004050
Hypertension,2003,M,35 to 39,1147680,9680,57600,140,1150,3460,5390,42100,25680,33550,234160,51910,489720,720480,4009840,50430,317280,680760,2708550,30740,172140,361100,1299610
Hypertension,2003,M,40 to 44,1286730,16490,104750,340,1650,6700,10150,71370,31490,41490,284870,96070,923210,801830,4709310,93460,599550,757020,3120370,57820,323180,420780,1586940
Hypertension,2003,M,45 to 49,1191400,21830,155430,680,2340,11460,17520,119610,32150,43270,298900,144200,1431120,718950,4496050,140290,909230,675790,2891130,90160,521230,397100,1603270
Hypertension,2003,M,50 to 54,1030210,25770,208530,1250,2920,17670,26880,189840,31540,42780,318900,196240,2040510,595480,4006350,191030,1263850,558520,2478950,128220,775730,350460,1526030
Hypertension,2003,M,55 to 59,889080,27360,254920,2220,3480,26040,40150,284620,30930,42820,299540,242980,2741330,481890,3547820,236170,1632590,450950,2101810,168660,1107870,305460,1444900
Hypertension,2003,M,60 to 64,666390,24230,248130,3380,3800,30960,48060,363710,26640,37450,307800,239170,3010090,332970,2756080,232670,1734980,311440,1572380,176290,1274170,226700,1182830
Hypertension,2003,M,65 to 69,530480,21430,242190,4930,4220,36370,57680,465830,24190,34640,282020,235610,3376310,238640,2295650,229610,1902670,223570,1277780,183290,1472350,173330,1017100
Hypertension,2003,M,70 to 74,461730,18570,243530,7800,5560,44540,71770,627410,24020,35310,326720,238050,3902990,186080,2105020,232320,2182050,174860,1162590,193750,1719340,142400,941790
Hypertension,2003,M,75 to 79,351760,13910,203870,10450,6060,45960,74290,722310,20820,31010,298100,199360,3740300,127850,1696330,194770,2100290,120620,957790,167000,1638800,101290,737960
Hypertension,2003,M,80 to 84,226530,8430,138300,11200,6080,37380,60520,640280,15850,23500,262520,134920,2790740,76590,1171420,132000,1643180,72680,706530,113580,1146880,60860,464530
Hypertension,2003,M,85+,153240,5180,88300,13460,8860,28840,45860,526860,14110,20720,257010,85300,1848430,52500,900630,83450,1210340,50130,614700,68650,637580,39230,285740
Hypertension,2004,F,20 to 24,973330,1930,5270,10,290,600,1000,5990,65980,82470,278790,5110,69260,807120,5520410,5040,45810,779370,3975430,3270,23440,403290,1541740
Hypertension,2004,F,25 to 29,967410,2960,15490,20,300,2230,3230,16850,108290,128950,408840,14790,198410,801750,6552170,14470,127050,767530,4284810,9920,71290,468280,2264180
Hypertension,2004,F,30 to 34,1020200,4720,29180,40,330,4220,5820,32500,119200,139150,456560,27830,375410,828160,7211060,27230,235770,790400,4464970,19050,139530,512640,2742830
Hypertension,2004,F,35 to 39,1115510,8160,51220,70,580,5200,7390,40790,78880,94150,361570,48920,615560,874430,7013750,47930,396110,834000,4425010,33220,218930,535120,2585820
Hypertension,2004,F,40 to 44,1285410,14860,98960,190,970,8050,11530,71850,52600,65810,336520,95030,1140990,975070,7436720,93250,742570,928320,4748700,65890,397670,612970,2684810
Hypertension,2004,F,45 to 49,1219050,21860,160100,410,1490,12450,17840,110610,42380,54460,320520,154510,1833920,879640,6893790,151490,1177360,834030,4294090,110670,655740,583400,2597160
Hypertension,2004,F,50 to 54,1071350,26030,228700,880,1900,17990,25910,174350,34600,45480,315700,221720,2696180,716530,6018260,217260,1687770,675490,3589820,167150,1007450,513880,2426460
Hypertension,2004,F,55 to 59,938530,26760,294330,1480,2240,24490,35390,248770,29430,39000,267560,285920,3534250,554630,4886710,280030,2156610,522760,2838410,220730,1376530,410840,2046920
Hypertension,2004,F,60 to 64,712650,23550,295400,2320,2210,29000,42330,322320,22410,30080,219010,287990,3755950,361140,3340430,282050,2231960,340110,1899930,228340,1523100,274930,1439290
Hypertension,2004,F,65 to 69,579360,21080,298240,3490,2370,35020,52350,436550,18480,25470,204100,291750,4139770,243980,2479520,285810,2428340,230100,1391230,236320,1710170,189890,1087340
Hypertension,2004,F,70 to 74,525040,19060,315780,5840,2860,45830,68870,630800,17510,24360,228930,309080,4796510,180770,2026450,303270,2802850,170720,1144580,253410,1992500,142230,880800
Hypertension,2004,F,75 to 79,462730,15610,310050,9240,3570,55290,84530,844830,16170,22650,222070,302970,5179560,131360,1652940,296900,3094130,124090,965150,250180,2084400,103940,687190
Hypertension,2004,F,80 to 84,372220,11310,266230,13280,4620,57880,88420,983190,13800,19350,226920,259090,4802470,89900,1275380,253860,3050850,84810,813170,211370,1750690,69300,461890
Hypertension,2004,F,85+,352630,8810,250030,29370,11890,66880,100240,1273880,16410,22320,327090,239220,4783220,81290,1339930,234050,3427240,77440,1010900,179500,1355090,54290,328890
Hypertension,2004,M,20 to 24,1006870,1950,5120,10,790,390,660,5950,21510,27680,195290,4590,44540,620100,2699280,4390,24600,589040,1878520,2730,19930,255180,819290
Hypertension,2004,M,25 to 29,973940,3050,15640,40,680,900,1430,13690,19290,25130,178290,13430,119410,584890,2769390,12910,71060,554460,1922830,7460,48290,255720,845080
Hypertension,2004,M,30 to 34,1009560,5570,32040,40,790,1750,2780,24290,20570,26590,189600,28240,253680,626580,3206400,27310,160810,593160,2201180,16360,92780,295670,1003680
Hypertension,2004,M,35 to 39,1118660,9590,59320,140,1090,3410,5260,39870,24320,31580,214460,53380,496180,698020,3874240,51930,323300,659780,2619330,31580,172660,351660,1253270
Hypertension,2004,M,40 to 44,1295550,16720,111070,330,1750,6960,10400,79100,30940,40960,279740,101560,961780,803390,4730810,98840,624330,758510,3127120,61360,336870,424620,1601990
Hypertension,2004,M,45 to 49,1218090,22280,166060,700,2300,11940,18300,120170,32420,43530,306310,153700,1510930,729390,4560640,149600,962390,686310,2931330,95530,548060,405080,1627780
Hypertension,2004,M,50 to 54,1061250,26080,221550,1260,2910,18330,27780,192170,31700,43450,315270,208350,2152940,608210,4098760,202800,1334610,570870,2537050,135930,817130,359110,1560250
Hypertension,2004,M,55 to 59,930400,28060,277340,2390,3520,27590,42040,294190,31060,42930,310580,263920,2956760,495470,3649240,256860,1761750,463620,2164900,183260,1193840,315050,1483110
Hypertension,2004,M,60 to 64,696200,24120,269940,3570,3720,32470,50110,373990,26710,37520,296520,259960,3239800,338070,2778070,252730,1862040,315980,1583840,192180,1376670,230830,1193320
Hypertension,2004,M,65 to 69,542310,20440,257420,5020,3960,37650,59190,464540,23370,33350,262490,250270,3564220,235850,2257560,243990,2006470,221100,1254480,194900,1556480,171630,1002310
Hypertension,2004,M,70 to 74,465260,17650,255760,7780,4890,46230,73910,637210,22150,32860,288410,249750,4103230,177700,1995850,243890,2282210,167060,1099740,204030,1819290,136420,895440
Hypertension,2004,M,75 to 79,359170,13060,216350,10530,5460,48060,77830,741190,19750,29490,294620,211480,3971400,122860,1632510,206730,2226380,115980,915040,177690,1743780,97520,716860
Hypertension,2004,M,80 to 84,235870,8110,150400,11790,5580,40010,64580,664170,15030,22500,240500,146570,3059720,73580,1126840,143500,1798380,69890,677000,123920,1260410,58870,449320
Hypertension,2004,M,85+,161060,4980,98080,14560,8270,31900,50430,588030,13490,19860,246470,94430,2079940,49860,866410,92530,1354050,47640,591120,76630,725310,37480,275140
Hypertension,2005,F,20 to 24,983520,1820,5230,20,300,590,910,6960,66700,82960,288510,5090,67850,815070,5638680,5000,43290,788010,4039040,3310,24540,410250,1596270
Hypertension,2005,F,25 to 29,981940,2930,15990,20,280,2370,3530,17230,109940,130590,429900,15360,206280,812800,6704400,15060,129760,779460,4357790,10280,76460,478500,2343130
Hypertension,2005,F,30 to 34,1016290,4690,30540,40,400,4290,5860,28650,120490,140070,461610,29110,389330,825370,7295300,28490,241980,789030,4480340,20130,147270,517190,2811900
Hypertension,2005,F,35 to 39,1106540,8150,53280,100,550,5530,7740,45830,79230,94360,384260,50830,647470,866890,7068560,49820,411780,828800,4419240,34770,235100,534490,2646140
Hypertension,2005,F,40 to 44,1275700,15000,102540,230,1060,8150,11810,74340,51820,64890,357410,98310,1185960,966040,7444850,96480,765300,922470,4722280,68930,419980,611780,2719220
Hypertension,2005,F,45 to 49,1246330,21850,167770,430,1550,12850,18460,116340,42330,54480,376030,161770,1932520,898720,7085380,158740,1226810,855080,4395350,117100,704770,599190,2687240
Hypertension,2005,F,50 to 54,1106190,25650,239820,950,1850,18410,26310,181570,34660,45280,319190,232280,2820190,736220,6220290,227700,1745050,696830,3695440,176290,1074050,530100,2522690
Hypertension,2005,F,55 to 59,980080,26630,313660,1590,2190,25880,37180,269350,29590,39390,307390,304610,3771620,572790,5047200,298350,2274090,541850,2916840,235960,1496170,424990,2128850
Hypertension,2005,F,60 to 64,739400,23200,312850,2400,2200,30030,43810,339640,22630,30810,244180,304850,3960650,369920,3460030,298520,2329390,349760,1942710,242390,1630150,283300,1516190
Hypertension,2005,F,65 to 69,593950,20270,312920,3520,2300,36260,54140,458450,18140,24800,204860,306020,4362680,244250,2499780,300000,2527480,231330,1392600,249660,1833870,191490,1105610
Hypertension,2005,F,70 to 74,524470,17870,323770,5760,2670,45980,68970,615420,16260,22550,222030,316750,4940440,173730,1960210,310860,2859240,164940,1095350,261070,2079800,137440,863850
Hypertension,2005,F,75 to 79,466390,14450,319680,9100,3530,56250,85380,857680,15160,21160,230000,312190,5381440,125940,1598880,306230,3168010,119520,925750,259330,2211520,100020,672340
Hypertension,2005,F,80 to 84,377790,10580,277450,13160,4180,58810,89200,1006760,12660,17740,228070,269700,5027890,84830,1222480,264510,3156670,80470,771970,221190,1870130,65890,449840
Hypertension,2005,F,85+,371420,8650,272380,30490,10520,70850,105550,1345860,14890,20190,305500,260020,5243180,76960,1274590,254590,3743270,73570,957320,196340,1498370,51840,316980
Hypertension,2005,M,20 to 24,1017770,2070,5470,10,820,430,720,7860,21710,27900,220830,4920,48020,636280,2802310,4740,26930,606200,1950110,2890,21070,262450,850590
Hypertension,2005,M,25 to 29,988250,3320,16200,30,690,870,1320,10450,19740,25730,223970,14010,125020,595850,2861150,13480,74890,565960,1977570,7840,50070,261600,882220
Hypertension,2005,M,30 to 34,1002410,5820,33520,60,840,1780,2730,27690,20140,26190,211770,29540,265350,622290,3206600,28610,167280,589870,2197620,17110,97810,294830,1007310
Hypertension,2005,M,35 to 39,1106330,9560,61590,130,970,3330,5070,41140,23710,30980,241380,55290,508960,689440,3841740,53780,330900,653110,2594900,32830,177820,347790,1245050
Hypertension,2005,M,40 to 44,1287420,16910,115820,350,1680,7090,10710,88060,30440,40160,345300,105790,1006240,795010,4720700,102960,646670,752590,3110970,64660,358730,422000,1607990
Hypertension,2005,M,45 to 49,1247520,23110,177060,680,2270,12170,18360,125680,32280,43250,378770,163750,1589110,744120,4660840,159470,1008320,702240,2991620,102480,580260,413400,1667450
